"","Q","Proj","Proj.Name","Date","Format","Engr.Est","Low.Bid","Var","Result","Bids","Loc","Qtr","LD","Lead","Typeology","Second.Bid","Consumer.price.index","Employment.in.communications","Employment.in.construction","Employment.in.education.and.health","Employment.in.financial.and.business.services","Employment.in.financial.services","Employment.in.government","Employment.in.other.services","Employment.in.production.industries","Employment.in.professional.services","Employment.in.real.estate","Employment.in.retail","Employment.in.transport.services","Employment.in.wholesale","Output.in.communications","Output.in.construction","Output.in.financial.services","Output.in.government","Output.in.retail","Output.in.education.and.health","Output.in.financial.and.business.services","Output.in.other.services","Output.in.production.industries","Output.in.professional.services","Output.in.real.estate","Output.in.transport.services","Output.in.wholesale","Personal.disposable.income..nominal","Personal.disposable.income..real","Personal.income..nominal","Retail.sales..nominal","Retail.sales..real","Total.employment","Total.office.based.employment","Total.output","Total.population","permits","permits_1","cci","Format2","accuracy","quantile","bal","quantile_1","quantile_2","quantile_3","quantile_4","quantile_5","n.bidders"
"82","2017-Q1","HT-924.089","NJ Service Building 1 and 2 Priority Repairs",2017-01-18,"M/WBE",1410000,1399756,-0.007265248,"GOOD",3,"NJ",1,"TB&T","A","Building",2393720,267.5056,279.4621,367.5061,1782.308,2238.756,556.5732,1207.126,1252.507,337.2575,1482.968,199.2152,874.7508,344.1129,396.875,36758.79,9896.156,58329.84,30537.86,16985.45,31732.09,176067.2,20439.35,15735.84,56559.79,61177.59,13733.43,22338.82,278386.8,263813.8,331506.2,76793.11,81576.25,9080.661,2238.756,372594,18400.73,43851,43552,10559,"Other",1.69767375886525,"2",983720,0,1,0,0,0,"'2-3"
"83","2017-Q1","EWR-154.392","Terminal A Redev - Bridges N57, N58, N59 and Utilities ",2017-01-24,"Other",69800000,67107000,-0.038581662,"GOOD",9,"NJ",1,"Avi","C","Infra",67536474,267.5056,279.4621,367.5061,1782.308,2238.756,556.5732,1207.126,1252.507,337.2575,1482.968,199.2152,874.7508,344.1129,396.875,36758.79,9896.156,58329.84,30537.86,16985.45,31732.09,176067.2,20439.35,15735.84,56559.79,61177.59,13733.43,22338.82,278386.8,263813.8,331506.2,76793.11,81576.25,9080.661,2238.756,372594,18400.73,43851,43552,10559,"Other",0.967571260744986,"5",-2263526,0,0,0,0,1,"'6+"
"84","2017-Q1","LGA-103.015","Pump House 6 Substation",2017-01-26,"Public",5100000,4640176,-0.090161569,"GOOD",7,"NY",1,"Avi","E","Infra",4702400,267.5056,279.4621,367.5061,1782.308,2238.756,556.5732,1207.126,1252.507,337.2575,1482.968,199.2152,874.7508,344.1129,396.875,36758.79,9896.156,58329.84,30537.86,16985.45,31732.09,176067.2,20439.35,15735.84,56559.79,61177.59,13733.43,22338.82,278386.8,263813.8,331506.2,76793.11,81576.25,9080.661,2238.756,372594,18400.73,43851,43552,10559,"Public",0.922039215686275,"4",-397600,0,0,0,1,0,"'6+"
"85","2017-Q1","JFK-154.022","Vehicle Gates Security Upgrade",2017-01-30,"Other",6500000,5987000,-0.078923077,"GOOD",5,"NY",1,"Avi","C","Infra",6682950,267.5056,279.4621,367.5061,1782.308,2238.756,556.5732,1207.126,1252.507,337.2575,1482.968,199.2152,874.7508,344.1129,396.875,36758.79,9896.156,58329.84,30537.86,16985.45,31732.09,176067.2,20439.35,15735.84,56559.79,61177.59,13733.43,22338.82,278386.8,263813.8,331506.2,76793.11,81576.25,9080.661,2238.756,372594,18400.73,43851,43552,10559,"Other",1.02814615384615,"4",182950,0,0,0,1,0,"'4-5"
"86","2017-Q1","JFK-124.009","Bldg 14 Roof Replacement, East Wing",2017-02-02,"Public",4800000,3901193,-0.187251458,"GOOD",14,"NY",1,"Avi","A","Building",3980000,267.5056,279.4621,367.5061,1782.308,2238.756,556.5732,1207.126,1252.507,337.2575,1482.968,199.2152,874.7508,344.1129,396.875,36758.79,9896.156,58329.84,30537.86,16985.45,31732.09,176067.2,20439.35,15735.84,56559.79,61177.59,13733.43,22338.82,278386.8,263813.8,331506.2,76793.11,81576.25,9080.661,2238.756,372594,18400.73,43851,43552,10559,"Public",0.829166666666667,"3",-820000,0,0,1,0,0,"'6+"
"87","2017-Q1","GWB-924.170","Maintenance Pavement Repairs via Work Order",2017-02-07,"Other",1965000,1450000,-0.262086514,"GOOD",6,"Both",1,"TB&T","C","Paving",2280000,267.5056,279.4621,367.5061,1782.308,2238.756,556.5732,1207.126,1252.507,337.2575,1482.968,199.2152,874.7508,344.1129,396.875,36758.79,9896.156,58329.84,30537.86,16985.45,31732.09,176067.2,20439.35,15735.84,56559.79,61177.59,13733.43,22338.82,278386.8,263813.8,331506.2,76793.11,81576.25,9080.661,2238.756,372594,18400.73,43851,43552,10559,"Other",1.16030534351145,"2",315000,0,1,0,0,0,"'6+"
"88","2017-Q1","EWR-924.375","Peripheral Ditch Containment Boom Anchor Walls",2017-02-08,"Public",970000,756482,-0.220121649,"GOOD",9,"NJ",1,"Avi","S","Infra",792963,267.5056,279.4621,367.5061,1782.308,2238.756,556.5732,1207.126,1252.507,337.2575,1482.968,199.2152,874.7508,344.1129,396.875,36758.79,9896.156,58329.84,30537.86,16985.45,31732.09,176067.2,20439.35,15735.84,56559.79,61177.59,13733.43,22338.82,278386.8,263813.8,331506.2,76793.11,81576.25,9080.661,2238.756,372594,18400.73,43851,43552,10559,"Public",0.817487628865979,"1",-177037,1,0,0,0,0,"'6+"
"89","2017-Q1","TEB-144.045","Storm Drainage System Rehab Phase 1",2017-02-14,"Public",2580000,1386000,-0.462790698,"GOOD",16,"NJ",1,"Avi","C","Infra",1707400,267.5056,279.4621,367.5061,1782.308,2238.756,556.5732,1207.126,1252.507,337.2575,1482.968,199.2152,874.7508,344.1129,396.875,36758.79,9896.156,58329.84,30537.86,16985.45,31732.09,176067.2,20439.35,15735.84,56559.79,61177.59,13733.43,22338.82,278386.8,263813.8,331506.2,76793.11,81576.25,9080.661,2238.756,372594,18400.73,43851,43552,10559,"Public",0.661782945736434,"2",-872600,0,1,0,0,0,"'6+"
"90","2017-Q1","LGA-124.250","Rehab Taxiways B, AA, BB, and Associated Taxiways",2017-02-21,"Other",10393000,7903950,-0.239492928,"FAIL",3,"NY",1,"Avi","C","Paving",9176000,267.5056,279.4621,367.5061,1782.308,2238.756,556.5732,1207.126,1252.507,337.2575,1482.968,199.2152,874.7508,344.1129,396.875,36758.79,9896.156,58329.84,30537.86,16985.45,31732.09,176067.2,20439.35,15735.84,56559.79,61177.59,13733.43,22338.82,278386.8,263813.8,331506.2,76793.11,81576.25,9080.661,2238.756,372594,18400.73,43851,43552,10559,"Other",0.882901953237756,"4",-1217000,0,0,0,1,0,"'2-3"
"91","2017-Q1","GWB-244.263","Replacement of Automatic Transfer Switches",2017-02-23,"M/WBE",240000,97300,-0.594583333,"FAIL",6,"NJ",1,"TB&T","E","Infra",142000,267.5056,279.4621,367.5061,1782.308,2238.756,556.5732,1207.126,1252.507,337.2575,1482.968,199.2152,874.7508,344.1129,396.875,36758.79,9896.156,58329.84,30537.86,16985.45,31732.09,176067.2,20439.35,15735.84,56559.79,61177.59,13733.43,22338.82,278386.8,263813.8,331506.2,76793.11,81576.25,9080.661,2238.756,372594,18400.73,43851,43552,10559,"Other",0.591666666666667,"1",-98000,1,0,0,0,0,"'6+"
"92","2017-Q1","GWB-244.048","Replacement of Suspender Ropes and Rehab of Main Cables & Strands",2017-02-23,"Other",479900000,451841280,-0.058467847,"GOOD",5,"Both",1,"TB&T","S","Infra",479645000,267.5056,279.4621,367.5061,1782.308,2238.756,556.5732,1207.126,1252.507,337.2575,1482.968,199.2152,874.7508,344.1129,396.875,36758.79,9896.156,58329.84,30537.86,16985.45,31732.09,176067.2,20439.35,15735.84,56559.79,61177.59,13733.43,22338.82,278386.8,263813.8,331506.2,76793.11,81576.25,9080.661,2238.756,372594,18400.73,43851,43552,10559,"Other",0.999468639299854,"5",-255000,0,0,0,0,1,"'4-5"
"93","2017-Q1","MFP-072.016","NY Marine Terminals - Paving and Utilities by Work Order",2017-03-16,"M/WBE",1425000,1087425,-0.236894737,"GOOD",6,"NY",1,"Ports","C","Paving",1668410,267.5056,279.4621,367.5061,1782.308,2238.756,556.5732,1207.126,1252.507,337.2575,1482.968,199.2152,874.7508,344.1129,396.875,36758.79,9896.156,58329.84,30537.86,16985.45,31732.09,176067.2,20439.35,15735.84,56559.79,61177.59,13733.43,22338.82,278386.8,263813.8,331506.2,76793.11,81576.25,9080.661,2238.756,372594,18400.73,43851,43552,10559,"Other",1.17081403508772,"2",243410,0,1,0,0,0,"'6+"
"94","2017-Q1","LGA-124.255","Rehab of Runway 22 Deck Wearing Course Panel 1A",2017-03-21,"Other",3750000,2468147,-0.341827467,"FAIL",3,"NY",1,"Avi","C","Paving",2475475,267.5056,279.4621,367.5061,1782.308,2238.756,556.5732,1207.126,1252.507,337.2575,1482.968,199.2152,874.7508,344.1129,396.875,36758.79,9896.156,58329.84,30537.86,16985.45,31732.09,176067.2,20439.35,15735.84,56559.79,61177.59,13733.43,22338.82,278386.8,263813.8,331506.2,76793.11,81576.25,9080.661,2238.756,372594,18400.73,43851,43552,10559,"Other",0.660126666666667,"2",-1274525,0,1,0,0,0,"'2-3"
"95","2017-Q1","BT-254.123","PABT Supplemental Fire Alarm Systems",2017-03-29,"Public",3700000,2490000,-0.327027027,"GOOD",7,"NY",1,"TB&T","E","Building",3185420,267.5056,279.4621,367.5061,1782.308,2238.756,556.5732,1207.126,1252.507,337.2575,1482.968,199.2152,874.7508,344.1129,396.875,36758.79,9896.156,58329.84,30537.86,16985.45,31732.09,176067.2,20439.35,15735.84,56559.79,61177.59,13733.43,22338.82,278386.8,263813.8,331506.2,76793.11,81576.25,9080.661,2238.756,372594,18400.73,43851,43552,10559,"Public",0.860924324324324,"3",-514580,0,0,1,0,0,"'6+"
"96","2017-Q2","MFP-924.634","NY Marine Terminals - Rail Rehab via Work Order",2017-04-06,"Public",1655000,1398667,-0.154883988,"GOOD",3,"NY",2,"Ports","C","Infra",1551460,267.7646,279.6681,367.0391,1793.272,2245.013,557.0744,1203.943,1264.415,336.7957,1487.478,200.4609,871.2448,347.3889,396.9979,37978.05,9654.486,55928.16,30472.54,17111.32,31998.82,174935.8,20803.73,15949.87,57444.85,61562.78,14052.69,22358.47,281258.1,266012.9,334472,77406.51,82923.29,9105.778,2245.013,373720.4,18396.54,48959,43851,10692,"Public",0.937438066465257,"2",-103540,0,1,0,0,0,"'2-3"
"97","2017-Q2","PAT-084.001","Replacement of Substation 9",2017-04-19,"Other",30360000,32920674,0.084343676,"GOOD",3,"NJ",2,"PATH","A","Building",43958640,267.7646,279.6681,367.0391,1793.272,2245.013,557.0744,1203.943,1264.415,336.7957,1487.478,200.4609,871.2448,347.3889,396.9979,37978.05,9654.486,55928.16,30472.54,17111.32,31998.82,174935.8,20803.73,15949.87,57444.85,61562.78,14052.69,22358.47,281258.1,266012.9,334472,77406.51,82923.29,9105.778,2245.013,373720.4,18396.54,48959,43851,10692,"Other",1.44791304347826,"5",13598640,0,0,0,0,1,"'2-3"
"98","2017-Q2","EWR-154.234","AOA Light Circuit Replacement",2017-04-19,"Other",18870000,19910000,0.055113937,"GOOD",3,"NJ",2,"Avi","E","Infra",20782135,267.7646,279.6681,367.0391,1793.272,2245.013,557.0744,1203.943,1264.415,336.7957,1487.478,200.4609,871.2448,347.3889,396.9979,37978.05,9654.486,55928.16,30472.54,17111.32,31998.82,174935.8,20803.73,15949.87,57444.85,61562.78,14052.69,22358.47,281258.1,266012.9,334472,77406.51,82923.29,9105.778,2245.013,373720.4,18396.54,48959,43851,10692,"Other",1.10133200847907,"5",1912135,0,0,0,0,1,"'2-3"
"99","2017-Q2","MFP-924.645A","NJ Paving and Utility Rehab by Work Order",2017-04-20,"M/WBE",2625000,2472675,-0.058028571,"GOOD",6,"NJ",2,"Ports","C","Paving",2533850,267.7646,279.6681,367.0391,1793.272,2245.013,557.0744,1203.943,1264.415,336.7957,1487.478,200.4609,871.2448,347.3889,396.9979,37978.05,9654.486,55928.16,30472.54,17111.32,31998.82,174935.8,20803.73,15949.87,57444.85,61562.78,14052.69,22358.47,281258.1,266012.9,334472,77406.51,82923.29,9105.778,2245.013,373720.4,18396.54,48959,43851,10692,"Other",0.965276190476191,"3",-91150,0,0,1,0,0,"'6+"
"100","2017-Q2","PN-654.558","Berths 26, 28, 32, 34 Dredging",2017-04-20,"Public",1520000,994200,-0.345921053,"GOOD",4,"NJ",2,"Ports","G","Infra",1248000,267.7646,279.6681,367.0391,1793.272,2245.013,557.0744,1203.943,1264.415,336.7957,1487.478,200.4609,871.2448,347.3889,396.9979,37978.05,9654.486,55928.16,30472.54,17111.32,31998.82,174935.8,20803.73,15949.87,57444.85,61562.78,14052.69,22358.47,281258.1,266012.9,334472,77406.51,82923.29,9105.778,2245.013,373720.4,18396.54,48959,43851,10692,"Public",0.821052631578947,"1",-272000,1,0,0,0,0,"'4-5"
"101","2017-Q2","TEB-144.048","AOA Light Circuit Replacement",2017-04-20,"Other",12630000,10849023,-0.141011639,"GOOD",2,"NJ",2,"Avi","E","Infra",16000000,267.7646,279.6681,367.0391,1793.272,2245.013,557.0744,1203.943,1264.415,336.7957,1487.478,200.4609,871.2448,347.3889,396.9979,37978.05,9654.486,55928.16,30472.54,17111.32,31998.82,174935.8,20803.73,15949.87,57444.85,61562.78,14052.69,22358.47,281258.1,266012.9,334472,77406.51,82923.29,9105.778,2245.013,373720.4,18396.54,48959,43851,10692,"Other",1.26682501979414,"5",3370000,0,0,0,0,1,"'2-3"
"102","2017-Q2","GWB-924.176","Upper Level Sidewalk Repairs via Work Order",2017-04-21,"Public",2060000,2614625,0.269235437,"FAIL",5,"Both",2,"TB&T","S","Paving",2847400,267.7646,279.6681,367.0391,1793.272,2245.013,557.0744,1203.943,1264.415,336.7957,1487.478,200.4609,871.2448,347.3889,396.9979,37978.05,9654.486,55928.16,30472.54,17111.32,31998.82,174935.8,20803.73,15949.87,57444.85,61562.78,14052.69,22358.47,281258.1,266012.9,334472,77406.51,82923.29,9105.778,2245.013,373720.4,18396.54,48959,43851,10692,"Public",1.38223300970874,"3",787400,0,0,1,0,0,"'4-5"
"103","2017-Q2","LT-234.179","Waterside Buffer Zone Protection",2017-04-26,"Other",3589000,3875045,0.079700474,"GOOD",3,"NY",2,"TB&T","S","Infra",4090800,267.7646,279.6681,367.0391,1793.272,2245.013,557.0744,1203.943,1264.415,336.7957,1487.478,200.4609,871.2448,347.3889,396.9979,37978.05,9654.486,55928.16,30472.54,17111.32,31998.82,174935.8,20803.73,15949.87,57444.85,61562.78,14052.69,22358.47,281258.1,266012.9,334472,77406.51,82923.29,9105.778,2245.013,373720.4,18396.54,48959,43851,10692,"Other",1.13981610476456,"3",501800,0,0,1,0,0,"'2-3"
"104","2017-Q2","EP-924.643","Priority Marine Rehab via Work Order",2017-05-16,"Public",9000000,10805265,0.200585,"FAIL",2,"NJ",2,"Ports","S","Infra",15298075,267.7646,279.6681,367.0391,1793.272,2245.013,557.0744,1203.943,1264.415,336.7957,1487.478,200.4609,871.2448,347.3889,396.9979,37978.05,9654.486,55928.16,30472.54,17111.32,31998.82,174935.8,20803.73,15949.87,57444.85,61562.78,14052.69,22358.47,281258.1,266012.9,334472,77406.51,82923.29,9105.778,2245.013,373720.4,18396.54,48959,43851,10692,"Public",1.69978611111111,"5",6298075,0,0,0,0,1,"'2-3"
"105","2017-Q2","MFP-924.641","NY & NJ Marine Terminals - Multi-Facility Fender System Rehab via WO",2017-05-17,"Public",5000000,5210665,0.042133,"GOOD",9,"Both",2,"Ports","S","Infra",6078068,267.7646,279.6681,367.0391,1793.272,2245.013,557.0744,1203.943,1264.415,336.7957,1487.478,200.4609,871.2448,347.3889,396.9979,37978.05,9654.486,55928.16,30472.54,17111.32,31998.82,174935.8,20803.73,15949.87,57444.85,61562.78,14052.69,22358.47,281258.1,266012.9,334472,77406.51,82923.29,9105.778,2245.013,373720.4,18396.54,48959,43851,10692,"Public",1.2156136,"4",1078068,0,0,0,1,0,"'6+"
"106","2017-Q2","PAT-024.031","Replacement of Substation 7",2017-05-18,"Other",29400000,40981000,0.393911565,"FAIL",2,"NJ",2,"PATH","A","Building",45417000,267.7646,279.6681,367.0391,1793.272,2245.013,557.0744,1203.943,1264.415,336.7957,1487.478,200.4609,871.2448,347.3889,396.9979,37978.05,9654.486,55928.16,30472.54,17111.32,31998.82,174935.8,20803.73,15949.87,57444.85,61562.78,14052.69,22358.47,281258.1,266012.9,334472,77406.51,82923.29,9105.778,2245.013,373720.4,18396.54,48959,43851,10692,"Other",1.54479591836735,"5",16017000,0,0,0,0,1,"'2-3"
"107","2017-Q2","JFK-154.019","Install Gate/Check Valves for Exist Stormwater Outfalls 2-3-4-5-6",2017-05-25,"Public",2850000,1808548,-0.365421754,"FAIL",11,"NY",2,"Avi","C","Infra",1922775,267.7646,279.6681,367.0391,1793.272,2245.013,557.0744,1203.943,1264.415,336.7957,1487.478,200.4609,871.2448,347.3889,396.9979,37978.05,9654.486,55928.16,30472.54,17111.32,31998.82,174935.8,20803.73,15949.87,57444.85,61562.78,14052.69,22358.47,281258.1,266012.9,334472,77406.51,82923.29,9105.778,2245.013,373720.4,18396.54,48959,43851,10692,"Public",0.674657894736842,"2",-927225,0,1,0,0,0,"'6+"
"108","2017-Q2","EWR-924.233","Priority Repair of Bridges N14, N15, N18, N19, N21, N42, N43",2017-05-31,"Public",1140000,904780,-0.206333333,"GOOD",9,"NJ",2,"Avi","S","Infra",942757,267.7646,279.6681,367.0391,1793.272,2245.013,557.0744,1203.943,1264.415,336.7957,1487.478,200.4609,871.2448,347.3889,396.9979,37978.05,9654.486,55928.16,30472.54,17111.32,31998.82,174935.8,20803.73,15949.87,57444.85,61562.78,14052.69,22358.47,281258.1,266012.9,334472,77406.51,82923.29,9105.778,2245.013,373720.4,18396.54,48959,43851,10692,"Public",0.826979824561404,"1",-197243,1,0,0,0,0,"'6+"
"109","2017-Q2","GWB-924.159B","NJ Admin Bldg HW/CW Piping Replacement",2017-06-06,"Public",771000,946600,0.227756161,"FAIL",2,"NJ",2,"TB&T","M","Building",1151712,267.7646,279.6681,367.0391,1793.272,2245.013,557.0744,1203.943,1264.415,336.7957,1487.478,200.4609,871.2448,347.3889,396.9979,37978.05,9654.486,55928.16,30472.54,17111.32,31998.82,174935.8,20803.73,15949.87,57444.85,61562.78,14052.69,22358.47,281258.1,266012.9,334472,77406.51,82923.29,9105.778,2245.013,373720.4,18396.54,48959,43851,10692,"Public",1.49378988326848,"1",380712,1,0,0,0,0,"'2-3"
"110","2017-Q2","EWR-154.271","Central Heating and Refrigeration Plant South Substation Roof Replacement",2017-06-07,"M/WBE",650000,865508,0.331550769,"FAIL",3,"NJ",2,"Avi","A","Building",895220,267.7646,279.6681,367.0391,1793.272,2245.013,557.0744,1203.943,1264.415,336.7957,1487.478,200.4609,871.2448,347.3889,396.9979,37978.05,9654.486,55928.16,30472.54,17111.32,31998.82,174935.8,20803.73,15949.87,57444.85,61562.78,14052.69,22358.47,281258.1,266012.9,334472,77406.51,82923.29,9105.778,2245.013,373720.4,18396.54,48959,43851,10692,"Other",1.37726153846154,"1",245220,1,0,0,0,0,"'2-3"
"111","2017-Q2","EWR-154.264","Rehab CTA Frontage Bridges N18 and N20 Longitudinal Joints",2017-06-07,"M/WBE",1070000,758000,-0.291588785,"FAIL",5,"NJ",2,"Avi","S","Infra",789000,267.7646,279.6681,367.0391,1793.272,2245.013,557.0744,1203.943,1264.415,336.7957,1487.478,200.4609,871.2448,347.3889,396.9979,37978.05,9654.486,55928.16,30472.54,17111.32,31998.82,174935.8,20803.73,15949.87,57444.85,61562.78,14052.69,22358.47,281258.1,266012.9,334472,77406.51,82923.29,9105.778,2245.013,373720.4,18396.54,48959,43851,10692,"Other",0.737383177570093,"1",-281000,1,0,0,0,0,"'4-5"
"112","2017-Q2","LGA-774.235","Emergency Generators at Various Locations",2017-06-08,"Other",6445000,7166666,0.111973002,"FAIL",11,"NY",2,"Avi","E","Building",7536916,267.7646,279.6681,367.0391,1793.272,2245.013,557.0744,1203.943,1264.415,336.7957,1487.478,200.4609,871.2448,347.3889,396.9979,37978.05,9654.486,55928.16,30472.54,17111.32,31998.82,174935.8,20803.73,15949.87,57444.85,61562.78,14052.69,22358.47,281258.1,266012.9,334472,77406.51,82923.29,9105.778,2245.013,373720.4,18396.54,48959,43851,10692,"Other",1.16942063615206,"4",1091916,0,0,0,1,0,"'6+"
"113","2017-Q2","EWR-154.227","Terminal B CCTV at Baggage Areas",2017-06-14,"Other",2900000,1157000,-0.601034483,"FAIL",5,"NJ",2,"Avi","E","Building",1179765,267.7646,279.6681,367.0391,1793.272,2245.013,557.0744,1203.943,1264.415,336.7957,1487.478,200.4609,871.2448,347.3889,396.9979,37978.05,9654.486,55928.16,30472.54,17111.32,31998.82,174935.8,20803.73,15949.87,57444.85,61562.78,14052.69,22358.47,281258.1,266012.9,334472,77406.51,82923.29,9105.778,2245.013,373720.4,18396.54,48959,43851,10692,"Other",0.406815517241379,"1",-1720235,1,0,0,0,0,"'4-5"
"114","2017-Q2","EWR-154.240","Meeter-Greeter Queuing Area Modifications",2017-06-15,"M/WBE",850000,887000,0.043529412,"GOOD",3,"NJ",2,"Avi","A","Building",992000,267.7646,279.6681,367.0391,1793.272,2245.013,557.0744,1203.943,1264.415,336.7957,1487.478,200.4609,871.2448,347.3889,396.9979,37978.05,9654.486,55928.16,30472.54,17111.32,31998.82,174935.8,20803.73,15949.87,57444.85,61562.78,14052.69,22358.47,281258.1,266012.9,334472,77406.51,82923.29,9105.778,2245.013,373720.4,18396.54,48959,43851,10692,"Other",1.16705882352941,"1",142000,1,0,0,0,0,"'2-3"
"115","2017-Q2","PAT-024.002","Exchange Place Underwater Netting",2017-06-27,"Other",1480000,1483000,0.002027027,"GOOD",7,"NJ",2,"PATH","G","Infra",1764407,267.7646,279.6681,367.0391,1793.272,2245.013,557.0744,1203.943,1264.415,336.7957,1487.478,200.4609,871.2448,347.3889,396.9979,37978.05,9654.486,55928.16,30472.54,17111.32,31998.82,174935.8,20803.73,15949.87,57444.85,61562.78,14052.69,22358.47,281258.1,266012.9,334472,77406.51,82923.29,9105.778,2245.013,373720.4,18396.54,48959,43851,10692,"Other",1.19216689189189,"2",284407,0,1,0,0,0,"'6+"
"116","2017-Q3","LGA-124.244","AOA Light Circuit Replacement",2017-07-25,"Public",7200000,1936000,-0.731111111,"FAIL",4,"NY",3,"Avi","E","Infra",4483190,268.6736,282.8239,370.236,1810.46,2255.582,558.451,1205.012,1273.411,335.9784,1495.432,201.699,870.567,353.5647,396.1577,38919.93,9688.067,56836.15,30485.62,17633.69,32110.92,176966.3,20926.81,15889.88,58332.84,61797.27,13765.07,22531.75,284867.2,268357.9,339005.3,78264.91,83645.55,9153.792,2255.582,376736.5,18392.69,47713,48959,10826,"Public",0.622665277777778,"3",-2716810,0,0,1,0,0,"'4-5"
"117","2017-Q3","HT-224.120","Rehabilitation of Bronze Doors at Spring Street",2017-07-26,"Public",700000,614770,-0.121757143,"GOOD",2,"NY",3,"TB&T","A","Building",838700,268.6736,282.8239,370.236,1810.46,2255.582,558.451,1205.012,1273.411,335.9784,1495.432,201.699,870.567,353.5647,396.1577,38919.93,9688.067,56836.15,30485.62,17633.69,32110.92,176966.3,20926.81,15889.88,58332.84,61797.27,13765.07,22531.75,284867.2,268357.9,339005.3,78264.91,83645.55,9153.792,2255.582,376736.5,18392.69,47713,48959,10826,"Public",1.19814285714286,"1",138700,1,0,0,0,0,"'2-3"
"118","2017-Q3","JFK-154.024","Backflow Prevention & Water Meters Phase 4",2017-08-01,"Public",1330000,936000,-0.296240602,"GOOD",6,"NY",3,"Avi","M","Infra",1097450,268.6736,282.8239,370.236,1810.46,2255.582,558.451,1205.012,1273.411,335.9784,1495.432,201.699,870.567,353.5647,396.1577,38919.93,9688.067,56836.15,30485.62,17633.69,32110.92,176966.3,20926.81,15889.88,58332.84,61797.27,13765.07,22531.75,284867.2,268357.9,339005.3,78264.91,83645.55,9153.792,2255.582,376736.5,18392.69,47713,48959,10826,"Public",0.82515037593985,"1",-232550,1,0,0,0,0,"'6+"
"119","2017-Q3","JFK-1070","Landside Asphalt Repairs via Work Ouder",2017-08-02,"Public",1650000,1320718,-0.199564848,"GOOD",4,"NY",3,"Avi","C","Paving",1454175,268.6736,282.8239,370.236,1810.46,2255.582,558.451,1205.012,1273.411,335.9784,1495.432,201.699,870.567,353.5647,396.1577,38919.93,9688.067,56836.15,30485.62,17633.69,32110.92,176966.3,20926.81,15889.88,58332.84,61797.27,13765.07,22531.75,284867.2,268357.9,339005.3,78264.91,83645.55,9153.792,2255.582,376736.5,18392.69,47713,48959,10826,"Public",0.881318181818182,"2",-195825,0,1,0,0,0,"'4-5"
"120","2017-Q3","MFP-924.662","NJ Marine Terminals - Maintenance Dredging via Work Order",2017-08-03,"Other",13720000,11539200,-0.158950437,"GOOD",4,"NJ",3,"Ports","G","Infra",14401250,268.6736,282.8239,370.236,1810.46,2255.582,558.451,1205.012,1273.411,335.9784,1495.432,201.699,870.567,353.5647,396.1577,38919.93,9688.067,56836.15,30485.62,17633.69,32110.92,176966.3,20926.81,15889.88,58332.84,61797.27,13765.07,22531.75,284867.2,268357.9,339005.3,78264.91,83645.55,9153.792,2255.582,376736.5,18392.69,47713,48959,10826,"Other",1.04965379008746,"5",681250,0,0,0,0,1,"'4-5"
"121","2017-Q3","LGA-154.251","Rehab of Runway Deck Structural Elements phase 3",2017-08-04,"Public",6040000,4845475,-0.19776904,"GOOD",8,"NY",3,"Avi","S","Infra",5177075,268.6736,282.8239,370.236,1810.46,2255.582,558.451,1205.012,1273.411,335.9784,1495.432,201.699,870.567,353.5647,396.1577,38919.93,9688.067,56836.15,30485.62,17633.69,32110.92,176966.3,20926.81,15889.88,58332.84,61797.27,13765.07,22531.75,284867.2,268357.9,339005.3,78264.91,83645.55,9153.792,2255.582,376736.5,18392.69,47713,48959,10826,"Public",0.857131622516556,"4",-862925,0,0,0,1,0,"'6+"
"122","2017-Q3","EWR-251","Rehab of Taxiway Z from Runway 11 Edge to UA",2017-08-17,"Other",8500000,5682000,-0.331529412,"FAIL",3,"NJ",3,"Avi","C","Paving",5778887,268.6736,282.8239,370.236,1810.46,2255.582,558.451,1205.012,1273.411,335.9784,1495.432,201.699,870.567,353.5647,396.1577,38919.93,9688.067,56836.15,30485.62,17633.69,32110.92,176966.3,20926.81,15889.88,58332.84,61797.27,13765.07,22531.75,284867.2,268357.9,339005.3,78264.91,83645.55,9153.792,2255.582,376736.5,18392.69,47713,48959,10826,"Other",0.679869058823529,"4",-2721113,0,0,0,1,0,"'2-3"
"123","2017-Q3","MF-924.022","LT and GWB - Rock Slope Priority Repairs",2017-09-19,"Public",1326000,1976491,0.490566365,"FAIL",4,"NJ",3,"TB&T","G","Infra",4197700,268.6736,282.8239,370.236,1810.46,2255.582,558.451,1205.012,1273.411,335.9784,1495.432,201.699,870.567,353.5647,396.1577,38919.93,9688.067,56836.15,30485.62,17633.69,32110.92,176966.3,20926.81,15889.88,58332.84,61797.27,13765.07,22531.75,284867.2,268357.9,339005.3,78264.91,83645.55,9153.792,2255.582,376736.5,18392.69,47713,48959,10826,"Public",3.1656862745098,"3",2871700,0,0,1,0,0,"'4-5"
