"","Q","Proj","Proj.Name","Date","Format","Engr.Est","Low.Bid","Var","Result","Bids","Loc","Qtr","LD","Lead","Typeology","Consumer.price.index","Employment.in.communications","Employment.in.construction","Employment.in.education.and.health","Employment.in.financial.and.business.services","Employment.in.financial.services","Employment.in.government","Employment.in.other.services","Employment.in.production.industries","Employment.in.professional.services","Employment.in.real.estate","Employment.in.retail","Employment.in.transport.services","Employment.in.wholesale","Output.in.communications","Output.in.construction","Output.in.financial.services","Output.in.government","Output.in.retail","Output.in.education.and.health","Output.in.financial.and.business.services","Output.in.other.services","Output.in.production.industries","Output.in.professional.services","Output.in.real.estate","Output.in.transport.services","Output.in.wholesale","Personal.disposable.income..nominal","Personal.disposable.income..real","Personal.income..nominal","Retail.sales..nominal","Retail.sales..real","Total.employment","Total.office.based.employment","Total.output","Total.population","permits","permits_1","cci","accuracy","decile"
"91","2017-Q1","GWB-244.263","Replacement of Automatic Transfer Switches",2017-02-23,"Other",240000,97300,-0.594583333,"FAIL",6,"NJ",1,"TB&T","E","Infra",267.5056,279.4621,367.5061,1782.308,2238.756,556.5732,1207.126,1252.507,337.2575,1482.968,199.2152,874.7508,344.1129,396.875,36758.79,9896.156,58329.84,30537.86,16985.45,31732.09,176067.2,20439.35,15735.84,56559.79,61177.59,13733.43,22338.82,278386.8,263813.8,331506.2,76793.11,81576.25,9080.661,2238.756,372594,18400.73,43851,43552,10559,2.46659815005139,"1"
"92","2017-Q1","GWB-244.048","Replacement of Suspender Ropes and Rehab of Main Cables & Strands",2017-02-23,"Other",479900000,451841280,-0.058467847,"GOOD",5,"Both",1,"TB&T","S","Infra",267.5056,279.4621,367.5061,1782.308,2238.756,556.5732,1207.126,1252.507,337.2575,1482.968,199.2152,874.7508,344.1129,396.875,36758.79,9896.156,58329.84,30537.86,16985.45,31732.09,176067.2,20439.35,15735.84,56559.79,61177.59,13733.43,22338.82,278386.8,263813.8,331506.2,76793.11,81576.25,9080.661,2238.756,372594,18400.73,43851,43552,10559,1.06209862011722,"10"
"93","2017-Q1","MFP-072.016","NY Marine Terminals - Paving and Utilities by Work Order",2017-03-16,"Other",1425000,1087425,-0.236894737,"GOOD",6,"NY",1,"Ports","C","Paving",267.5056,279.4621,367.5061,1782.308,2238.756,556.5732,1207.126,1252.507,337.2575,1482.968,199.2152,874.7508,344.1129,396.875,36758.79,9896.156,58329.84,30537.86,16985.45,31732.09,176067.2,20439.35,15735.84,56559.79,61177.59,13733.43,22338.82,278386.8,263813.8,331506.2,76793.11,81576.25,9080.661,2238.756,372594,18400.73,43851,43552,10559,1.31043520242775,"2"
"94","2017-Q1","LGA-124.255","Rehab of Runway 22 Deck Wearing Course Panel 1A",2017-03-21,"Other",3750000,2468147,-0.341827467,"FAIL",3,"NY",1,"Avi","C","Paving",267.5056,279.4621,367.5061,1782.308,2238.756,556.5732,1207.126,1252.507,337.2575,1482.968,199.2152,874.7508,344.1129,396.875,36758.79,9896.156,58329.84,30537.86,16985.45,31732.09,176067.2,20439.35,15735.84,56559.79,61177.59,13733.43,22338.82,278386.8,263813.8,331506.2,76793.11,81576.25,9080.661,2238.756,372594,18400.73,43851,43552,10559,1.51935844988163,"5"
"95","2017-Q1","BT-254.123","PABT Supplemental Fire Alarm Systems",2017-03-29,"Public",3700000,2490000,-0.327027027,"GOOD",7,"NY",1,"TB&T","E","Building",267.5056,279.4621,367.5061,1782.308,2238.756,556.5732,1207.126,1252.507,337.2575,1482.968,199.2152,874.7508,344.1129,396.875,36758.79,9896.156,58329.84,30537.86,16985.45,31732.09,176067.2,20439.35,15735.84,56559.79,61177.59,13733.43,22338.82,278386.8,263813.8,331506.2,76793.11,81576.25,9080.661,2238.756,372594,18400.73,43851,43552,10559,1.4859437751004,"5"
"96","2017-Q2","MFP-924.634","NY Marine Terminals - Rail Rehab via Work Order",2017-04-06,"Public",1655000,1398667,-0.154883988,"GOOD",3,"NY",2,"Ports","C","Infra",267.7646,279.6681,367.0391,1793.272,2245.013,557.0744,1203.943,1264.415,336.7957,1487.478,200.4609,871.2448,347.3889,396.9979,37978.05,9654.486,55928.16,30472.54,17111.32,31998.82,174935.8,20803.73,15949.87,57444.85,61562.78,14052.69,22358.47,281258.1,266012.9,334472,77406.51,82923.29,9105.778,2245.013,373720.4,18396.54,48959,43851,10692,1.18326949874416,"3"
"97","2017-Q2","PAT-084.001","Replacement of Substation 9",2017-04-19,"Other",30360000,32920674,0.084343676,"GOOD",3,"NJ",2,"PATH","A","Building",267.7646,279.6681,367.0391,1793.272,2245.013,557.0744,1203.943,1264.415,336.7957,1487.478,200.4609,871.2448,347.3889,396.9979,37978.05,9654.486,55928.16,30472.54,17111.32,31998.82,174935.8,20803.73,15949.87,57444.85,61562.78,14052.69,22358.47,281258.1,266012.9,334472,77406.51,82923.29,9105.778,2245.013,373720.4,18396.54,48959,43851,10692,0.922216841611445,"10"
"98","2017-Q2","EWR-154.234","AOA Light Circuit Replacement",2017-04-19,"Other",18870000,19910000,0.055113937,"GOOD",3,"NJ",2,"Avi","E","Infra",267.7646,279.6681,367.0391,1793.272,2245.013,557.0744,1203.943,1264.415,336.7957,1487.478,200.4609,871.2448,347.3889,396.9979,37978.05,9654.486,55928.16,30472.54,17111.32,31998.82,174935.8,20803.73,15949.87,57444.85,61562.78,14052.69,22358.47,281258.1,266012.9,334472,77406.51,82923.29,9105.778,2245.013,373720.4,18396.54,48959,43851,10692,0.94776494224008,"9"
"99","2017-Q2","MFP-924.645A","NJ Paving and Utility Rehab by Work Order",2017-04-20,"Other",2625000,2472675,-0.058028571,"GOOD",6,"NJ",2,"Ports","C","Paving",267.7646,279.6681,367.0391,1793.272,2245.013,557.0744,1203.943,1264.415,336.7957,1487.478,200.4609,871.2448,347.3889,396.9979,37978.05,9654.486,55928.16,30472.54,17111.32,31998.82,174935.8,20803.73,15949.87,57444.85,61562.78,14052.69,22358.47,281258.1,266012.9,334472,77406.51,82923.29,9105.778,2245.013,373720.4,18396.54,48959,43851,10692,1.06160332433498,"5"
"100","2017-Q2","PN-654.558","Berths 26, 28, 32, 34 Dredging",2017-04-20,"Public",1520000,994200,-0.345921053,"GOOD",4,"NJ",2,"Ports","G","Infra",267.7646,279.6681,367.0391,1793.272,2245.013,557.0744,1203.943,1264.415,336.7957,1487.478,200.4609,871.2448,347.3889,396.9979,37978.05,9654.486,55928.16,30472.54,17111.32,31998.82,174935.8,20803.73,15949.87,57444.85,61562.78,14052.69,22358.47,281258.1,266012.9,334472,77406.51,82923.29,9105.778,2245.013,373720.4,18396.54,48959,43851,10692,1.52886743110038,"2"
"101","2017-Q2","TEB-144.048","AOA Light Circuit Replacement",2017-04-20,"Other",12630000,10849023,-0.141011639,"GOOD",2,"NJ",2,"Avi","E","Infra",267.7646,279.6681,367.0391,1793.272,2245.013,557.0744,1203.943,1264.415,336.7957,1487.478,200.4609,871.2448,347.3889,396.9979,37978.05,9654.486,55928.16,30472.54,17111.32,31998.82,174935.8,20803.73,15949.87,57444.85,61562.78,14052.69,22358.47,281258.1,266012.9,334472,77406.51,82923.29,9105.778,2245.013,373720.4,18396.54,48959,43851,10692,1.16416012759859,"9"
"102","2017-Q2","GWB-924.176","Upper Level Sidewalk Repairs via Work Order",2017-04-21,"Public",2060000,2614625,0.269235437,"FAIL",5,"Both",2,"TB&T","S","Paving",267.7646,279.6681,367.0391,1793.272,2245.013,557.0744,1203.943,1264.415,336.7957,1487.478,200.4609,871.2448,347.3889,396.9979,37978.05,9654.486,55928.16,30472.54,17111.32,31998.82,174935.8,20803.73,15949.87,57444.85,61562.78,14052.69,22358.47,281258.1,266012.9,334472,77406.51,82923.29,9105.778,2245.013,373720.4,18396.54,48959,43851,10692,0.787875890424057,"5"
"103","2017-Q2","LT-234.179","Waterside Buffer Zone Protection",2017-04-26,"Other",3589000,3875045,0.079700474,"GOOD",3,"NY",2,"TB&T","S","Infra",267.7646,279.6681,367.0391,1793.272,2245.013,557.0744,1203.943,1264.415,336.7957,1487.478,200.4609,871.2448,347.3889,396.9979,37978.05,9654.486,55928.16,30472.54,17111.32,31998.82,174935.8,20803.73,15949.87,57444.85,61562.78,14052.69,22358.47,281258.1,266012.9,334472,77406.51,82923.29,9105.778,2245.013,373720.4,18396.54,48959,43851,10692,0.926182792715956,"6"
"104","2017-Q2","EP-924.643","Priority Marine Rehab via Work Order",2017-05-16,"Public",9e+06,10805265,0.200585,"FAIL",2,"NJ",2,"Ports","S","Infra",267.7646,279.6681,367.0391,1793.272,2245.013,557.0744,1203.943,1264.415,336.7957,1487.478,200.4609,871.2448,347.3889,396.9979,37978.05,9654.486,55928.16,30472.54,17111.32,31998.82,174935.8,20803.73,15949.87,57444.85,61562.78,14052.69,22358.47,281258.1,266012.9,334472,77406.51,82923.29,9105.778,2245.013,373720.4,18396.54,48959,43851,10692,0.832927281283708,"9"
"105","2017-Q2","MFP-924.641","NY & NJ Marine Terminals - Multi-Facility Fender System Rehab via WO",2017-05-17,"Public",5e+06,5210665,0.042133,"GOOD",9,"Both",2,"Ports","S","Infra",267.7646,279.6681,367.0391,1793.272,2245.013,557.0744,1203.943,1264.415,336.7957,1487.478,200.4609,871.2448,347.3889,396.9979,37978.05,9654.486,55928.16,30472.54,17111.32,31998.82,174935.8,20803.73,15949.87,57444.85,61562.78,14052.69,22358.47,281258.1,266012.9,334472,77406.51,82923.29,9105.778,2245.013,373720.4,18396.54,48959,43851,10692,0.959570419514592,"7"
"106","2017-Q2","PAT-024.031","Replacement of Substation 7",2017-05-18,"Other",29400000,40981000,0.393911565,"FAIL",2,"NJ",2,"PATH","A","Building",267.7646,279.6681,367.0391,1793.272,2245.013,557.0744,1203.943,1264.415,336.7957,1487.478,200.4609,871.2448,347.3889,396.9979,37978.05,9654.486,55928.16,30472.54,17111.32,31998.82,174935.8,20803.73,15949.87,57444.85,61562.78,14052.69,22358.47,281258.1,266012.9,334472,77406.51,82923.29,9105.778,2245.013,373720.4,18396.54,48959,43851,10692,0.717405626997877,"10"
"107","2017-Q2","JFK-154.019","Install Gate/Check Valves for Exist Stormwater Outfalls 2-3-4-5-6",2017-05-25,"Public",2850000,1808548,-0.365421754,"FAIL",11,"NY",2,"Avi","C","Infra",267.7646,279.6681,367.0391,1793.272,2245.013,557.0744,1203.943,1264.415,336.7957,1487.478,200.4609,871.2448,347.3889,396.9979,37978.05,9654.486,55928.16,30472.54,17111.32,31998.82,174935.8,20803.73,15949.87,57444.85,61562.78,14052.69,22358.47,281258.1,266012.9,334472,77406.51,82923.29,9105.778,2245.013,373720.4,18396.54,48959,43851,10692,1.5758497977383,"4"
"108","2017-Q2","EWR-924.233","Priority Repair of Bridges N14, N15, N18, N19, N21, N42, N43",2017-05-31,"Public",1140000,904780,-0.206333333,"GOOD",9,"NJ",2,"Avi","S","Infra",267.7646,279.6681,367.0391,1793.272,2245.013,557.0744,1203.943,1264.415,336.7957,1487.478,200.4609,871.2448,347.3889,396.9979,37978.05,9654.486,55928.16,30472.54,17111.32,31998.82,174935.8,20803.73,15949.87,57444.85,61562.78,14052.69,22358.47,281258.1,266012.9,334472,77406.51,82923.29,9105.778,2245.013,373720.4,18396.54,48959,43851,10692,1.25997480050399,"2"
"109","2017-Q2","GWB-924.159B","NJ Admin Bldg HW/CW Piping Replacement",2017-06-06,"Public",771000,946600,0.227756161,"FAIL",2,"NJ",2,"TB&T","M","Building",267.7646,279.6681,367.0391,1793.272,2245.013,557.0744,1203.943,1264.415,336.7957,1487.478,200.4609,871.2448,347.3889,396.9979,37978.05,9654.486,55928.16,30472.54,17111.32,31998.82,174935.8,20803.73,15949.87,57444.85,61562.78,14052.69,22358.47,281258.1,266012.9,334472,77406.51,82923.29,9105.778,2245.013,373720.4,18396.54,48959,43851,10692,0.814493978449187,"2"
"110","2017-Q2","EWR-154.271","Central Heating and Refrigeration Plant South Substation Roof Replacement",2017-06-07,"Other",650000,865508,0.331550769,"FAIL",3,"NJ",2,"Avi","A","Building",267.7646,279.6681,367.0391,1793.272,2245.013,557.0744,1203.943,1264.415,336.7957,1487.478,200.4609,871.2448,347.3889,396.9979,37978.05,9654.486,55928.16,30472.54,17111.32,31998.82,174935.8,20803.73,15949.87,57444.85,61562.78,14052.69,22358.47,281258.1,266012.9,334472,77406.51,82923.29,9105.778,2245.013,373720.4,18396.54,48959,43851,10692,0.751004034624752,"2"
"111","2017-Q2","EWR-154.264","Rehab CTA Frontage Bridges N18 and N20 Longitudinal Joints",2017-06-07,"Other",1070000,758000,-0.291588785,"FAIL",5,"NJ",2,"Avi","S","Infra",267.7646,279.6681,367.0391,1793.272,2245.013,557.0744,1203.943,1264.415,336.7957,1487.478,200.4609,871.2448,347.3889,396.9979,37978.05,9654.486,55928.16,30472.54,17111.32,31998.82,174935.8,20803.73,15949.87,57444.85,61562.78,14052.69,22358.47,281258.1,266012.9,334472,77406.51,82923.29,9105.778,2245.013,373720.4,18396.54,48959,43851,10692,1.41160949868074,"2"
"112","2017-Q2","LGA-774.235","Emergency Generators at Various Locations",2017-06-08,"Other",6445000,7166666,0.111973002,"FAIL",11,"NY",2,"Avi","E","Building",267.7646,279.6681,367.0391,1793.272,2245.013,557.0744,1203.943,1264.415,336.7957,1487.478,200.4609,871.2448,347.3889,396.9979,37978.05,9654.486,55928.16,30472.54,17111.32,31998.82,174935.8,20803.73,15949.87,57444.85,61562.78,14052.69,22358.47,281258.1,266012.9,334472,77406.51,82923.29,9105.778,2245.013,373720.4,18396.54,48959,43851,10692,0.899302409237433,"8"
"113","2017-Q2","EWR-154.227","Terminal B CCTV at Baggage Areas",2017-06-14,"Other",2900000,1157000,-0.601034483,"FAIL",5,"NJ",2,"Avi","E","Building",267.7646,279.6681,367.0391,1793.272,2245.013,557.0744,1203.943,1264.415,336.7957,1487.478,200.4609,871.2448,347.3889,396.9979,37978.05,9654.486,55928.16,30472.54,17111.32,31998.82,174935.8,20803.73,15949.87,57444.85,61562.78,14052.69,22358.47,281258.1,266012.9,334472,77406.51,82923.29,9105.778,2245.013,373720.4,18396.54,48959,43851,10692,2.50648228176318,"3"
"114","2017-Q2","EWR-154.240","Meeter-Greeter Queuing Area Modifications",2017-06-15,"Other",850000,887000,0.043529412,"GOOD",3,"NJ",2,"Avi","A","Building",267.7646,279.6681,367.0391,1793.272,2245.013,557.0744,1203.943,1264.415,336.7957,1487.478,200.4609,871.2448,347.3889,396.9979,37978.05,9654.486,55928.16,30472.54,17111.32,31998.82,174935.8,20803.73,15949.87,57444.85,61562.78,14052.69,22358.47,281258.1,266012.9,334472,77406.51,82923.29,9105.778,2245.013,373720.4,18396.54,48959,43851,10692,0.958286358511838,"2"
"115","2017-Q2","PAT-024.002","Exchange Place Underwater Netting",2017-06-27,"Other",1480000,1483000,0.002027027,"GOOD",7,"NJ",2,"PATH","G","Infra",267.7646,279.6681,367.0391,1793.272,2245.013,557.0744,1203.943,1264.415,336.7957,1487.478,200.4609,871.2448,347.3889,396.9979,37978.05,9654.486,55928.16,30472.54,17111.32,31998.82,174935.8,20803.73,15949.87,57444.85,61562.78,14052.69,22358.47,281258.1,266012.9,334472,77406.51,82923.29,9105.778,2245.013,373720.4,18396.54,48959,43851,10692,0.997977073499663,"4"
"117","2017-Q3","HT-224.120","Rehabilitation of Bronze Doors at Spring Street",2017-07-26,"Public",7e+05,614770,-0.121757143,"GOOD",2,"NY",3,"TB&T","A","Building",268.6736,282.8239,370.236,1810.46,2255.582,558.451,1205.012,1273.411,335.9784,1495.432,201.699,870.567,353.5647,396.1577,38919.93,9688.067,56836.15,30485.62,17633.69,32110.92,176966.3,20926.81,15889.88,58332.84,61797.27,13765.07,22531.75,284867.2,268357.9,339005.3,78264.91,83645.55,9153.792,2255.582,376736.5,18392.69,47713,48959,10826,1.1386372139174,"1"
"118","2017-Q3","JFK-154.024","Backflow Prevention & Water Meters Phase 4",2017-08-01,"Public",1330000,936000,-0.296240602,"GOOD",6,"NY",3,"Avi","M","Infra",268.6736,282.8239,370.236,1810.46,2255.582,558.451,1205.012,1273.411,335.9784,1495.432,201.699,870.567,353.5647,396.1577,38919.93,9688.067,56836.15,30485.62,17633.69,32110.92,176966.3,20926.81,15889.88,58332.84,61797.27,13765.07,22531.75,284867.2,268357.9,339005.3,78264.91,83645.55,9153.792,2255.582,376736.5,18392.69,47713,48959,10826,1.42094017094017,"2"
"119","2017-Q3","JFK-1070","Landside Asphalt Repairs via Work Ouder",2017-08-02,"Public",1650000,1320718,-0.199564848,"GOOD",4,"NY",3,"Avi","C","Paving",268.6736,282.8239,370.236,1810.46,2255.582,558.451,1205.012,1273.411,335.9784,1495.432,201.699,870.567,353.5647,396.1577,38919.93,9688.067,56836.15,30485.62,17633.69,32110.92,176966.3,20926.81,15889.88,58332.84,61797.27,13765.07,22531.75,284867.2,268357.9,339005.3,78264.91,83645.55,9153.792,2255.582,376736.5,18392.69,47713,48959,10826,1.2493204453941,"3"
"120","2017-Q3","MFP-924.662","NJ Marine Terminals - Maintenance Dredging via Work Order",2017-08-03,"Other",13720000,11539200,-0.158950437,"GOOD",4,"NJ",3,"Ports","G","Infra",268.6736,282.8239,370.236,1810.46,2255.582,558.451,1205.012,1273.411,335.9784,1495.432,201.699,870.567,353.5647,396.1577,38919.93,9688.067,56836.15,30485.62,17633.69,32110.92,176966.3,20926.81,15889.88,58332.84,61797.27,13765.07,22531.75,284867.2,268357.9,339005.3,78264.91,83645.55,9153.792,2255.582,376736.5,18392.69,47713,48959,10826,1.18899057127011,"9"
"121","2017-Q3","LGA-154.251","Rehab of Runway Deck Structural Elements phase 3",2017-08-04,"Public",6040000,4845475,-0.19776904,"GOOD",8,"NY",3,"Avi","S","Infra",268.6736,282.8239,370.236,1810.46,2255.582,558.451,1205.012,1273.411,335.9784,1495.432,201.699,870.567,353.5647,396.1577,38919.93,9688.067,56836.15,30485.62,17633.69,32110.92,176966.3,20926.81,15889.88,58332.84,61797.27,13765.07,22531.75,284867.2,268357.9,339005.3,78264.91,83645.55,9153.792,2255.582,376736.5,18392.69,47713,48959,10826,1.24652381861427,"7"
"122","2017-Q3","EWR-251","Rehab of Taxiway Z from Runway 11 Edge to UA",2017-08-17,"Other",8500000,5682000,-0.331529412,"FAIL",3,"NJ",3,"Avi","C","Paving",268.6736,282.8239,370.236,1810.46,2255.582,558.451,1205.012,1273.411,335.9784,1495.432,201.699,870.567,353.5647,396.1577,38919.93,9688.067,56836.15,30485.62,17633.69,32110.92,176966.3,20926.81,15889.88,58332.84,61797.27,13765.07,22531.75,284867.2,268357.9,339005.3,78264.91,83645.55,9153.792,2255.582,376736.5,18392.69,47713,48959,10826,1.49595212953185,"7"
"123","2017-Q3","MF-924.022","LT and GWB - Rock Slope Priority Repairs",2017-09-19,"Public",1326000,1976491,0.490566365,"FAIL",4,"NJ",3,"TB&T","G","Infra",268.6736,282.8239,370.236,1810.46,2255.582,558.451,1205.012,1273.411,335.9784,1495.432,201.699,870.567,353.5647,396.1577,38919.93,9688.067,56836.15,30485.62,17633.69,32110.92,176966.3,20926.81,15889.88,58332.84,61797.27,13765.07,22531.75,284867.2,268357.9,339005.3,78264.91,83645.55,9153.792,2255.582,376736.5,18392.69,47713,48959,10826,0.670885928648296,"5"
"124","2017-Q3","BP-694.510","Brooklyn Pier 10 Concrete Girder Repairs",2017-09-21,"Public",1250000,876947,-0.2984424,"GOOD",13,"NY",3,"Ports","S","Infra",268.6736,282.8239,370.236,1810.46,2255.582,558.451,1205.012,1273.411,335.9784,1495.432,201.699,870.567,353.5647,396.1577,38919.93,9688.067,56836.15,30485.62,17633.69,32110.92,176966.3,20926.81,15889.88,58332.84,61797.27,13765.07,22531.75,284867.2,268357.9,339005.3,78264.91,83645.55,9153.792,2255.582,376736.5,18392.69,47713,48959,10826,1.42539971058684,"2"
"125","2017-Q3","GWB-244.042","Replacement of 178/179 St Ramps, Bus Ramps and Bus Turnaround",2017-09-26,"Other",189900000,154487000,-0.186482359,"GOOD",5,"NY",3,"TB&T","S","Infra",268.6736,282.8239,370.236,1810.46,2255.582,558.451,1205.012,1273.411,335.9784,1495.432,201.699,870.567,353.5647,396.1577,38919.93,9688.067,56836.15,30485.62,17633.69,32110.92,176966.3,20926.81,15889.88,58332.84,61797.27,13765.07,22531.75,284867.2,268357.9,339005.3,78264.91,83645.55,9153.792,2255.582,376736.5,18392.69,47713,48959,10826,1.22922964391826,"10"
"126","2017-Q3","HT-924.106","Replace Missing Tiles at Walls and Ceiling",2017-09-27,"Public",1250000,1068000,-0.1456,"GOOD",6,"Both",3,"TB&T","A","Infra",268.6736,282.8239,370.236,1810.46,2255.582,558.451,1205.012,1273.411,335.9784,1495.432,201.699,870.567,353.5647,396.1577,38919.93,9688.067,56836.15,30485.62,17633.69,32110.92,176966.3,20926.81,15889.88,58332.84,61797.27,13765.07,22531.75,284867.2,268357.9,339005.3,78264.91,83645.55,9153.792,2255.582,376736.5,18392.69,47713,48959,10826,1.17041198501873,"2"
"127","2017-Q3","HT-924.144","Heat Tracing and Insulation in Discharge Pipes, N&S Tubes",2017-09-28,"Other",609000,579300,-0.048768473,"GOOD",4,"Both",3,"TB&T","E","Infra",268.6736,282.8239,370.236,1810.46,2255.582,558.451,1205.012,1273.411,335.9784,1495.432,201.699,870.567,353.5647,396.1577,38919.93,9688.067,56836.15,30485.62,17633.69,32110.92,176966.3,20926.81,15889.88,58332.84,61797.27,13765.07,22531.75,284867.2,268357.9,339005.3,78264.91,83645.55,9153.792,2255.582,376736.5,18392.69,47713,48959,10826,1.05126877265665,"1"
"128","2017-Q4","EWR-924.384","Bus Canopy B1, C1 and Gas Island Improvements and Roofing",2017-10-05,"Public",970000,1285000,0.324742268,"FAIL",6,"NJ",4,"Avi","A","Building",270.1689,283.1364,374.5196,1823.77,2264.853,558.6141,1203.589,1277.84,335.2886,1502.668,203.5706,868.3185,356.8704,394.7577,39208.76,9847.187,56742.11,30482.68,17511.14,32419.76,177848.1,20668.63,15961.28,58854.73,62251.3,14020.08,22105.17,291005.3,272301,346039.9,80767.05,85794.74,9182.942,2264.853,378288.9,18389.37,40405,47713,10870,0.754863813229572,"3"
"129","2017-Q4","JFK-154.021","Airside Switchgear Replacement",2017-10-17,"Public",2800000,2847000,0.016785714,"GOOD",9,"NY",4,"Avi","E","Infra",270.1689,283.1364,374.5196,1823.77,2264.853,558.6141,1203.589,1277.84,335.2886,1502.668,203.5706,868.3185,356.8704,394.7577,39208.76,9847.187,56742.11,30482.68,17511.14,32419.76,177848.1,20668.63,15961.28,58854.73,62251.3,14020.08,22105.17,291005.3,272301,346039.9,80767.05,85794.74,9182.942,2264.853,378288.9,18389.37,40405,47713,10870,0.983491394450299,"6"
"130","2017-Q4","EWR-154.254","Rehab of Terminal Frontage Bridges - Ph1 - Bridge N18, N20 Pier Caps",2017-10-17,"Public",3e+06,2812500,-0.0625,"GOOD",2,"NJ",4,"Avi","S","Infra",270.1689,283.1364,374.5196,1823.77,2264.853,558.6141,1203.589,1277.84,335.2886,1502.668,203.5706,868.3185,356.8704,394.7577,39208.76,9847.187,56742.11,30482.68,17511.14,32419.76,177848.1,20668.63,15961.28,58854.73,62251.3,14020.08,22105.17,291005.3,272301,346039.9,80767.05,85794.74,9182.942,2264.853,378288.9,18389.37,40405,47713,10870,1.06666666666667,"6"
"131","2017-Q4","PAT-534.316A","JSQ Transportation Center - Hardening Phase 2",2017-10-26,"Other",2194000,1361078,-0.379636281,"FAIL",6,"NJ",4,"PATH","C","Infra",270.1689,283.1364,374.5196,1823.77,2264.853,558.6141,1203.589,1277.84,335.2886,1502.668,203.5706,868.3185,356.8704,394.7577,39208.76,9847.187,56742.11,30482.68,17511.14,32419.76,177848.1,20668.63,15961.28,58854.73,62251.3,14020.08,22105.17,291005.3,272301,346039.9,80767.05,85794.74,9182.942,2264.853,378288.9,18389.37,40405,47713,10870,1.61195758068237,"3"
"132","2017-Q4","EWR-154.383","Terminal A Redev - Airside Paving and Utilities South phase 1",2017-11-08,"Other",26900000,26600000,-0.011152416,"GOOD",3,"NJ",4,"Avi","C","Paving",270.1689,283.1364,374.5196,1823.77,2264.853,558.6141,1203.589,1277.84,335.2886,1502.668,203.5706,868.3185,356.8704,394.7577,39208.76,9847.187,56742.11,30482.68,17511.14,32419.76,177848.1,20668.63,15961.28,58854.73,62251.3,14020.08,22105.17,291005.3,272301,346039.9,80767.05,85794.74,9182.942,2264.853,378288.9,18389.37,40405,47713,10870,1.01127819548872,"9"
"133","2017-Q4","LT-234.194","Flood Protection for Ventilation Bldgs and Emergency Generators",2017-11-08,"Public",1650000,2278990,0.381206061,"FAIL",5,"Both",4,"TB&T","G","Building",270.1689,283.1364,374.5196,1823.77,2264.853,558.6141,1203.589,1277.84,335.2886,1502.668,203.5706,868.3185,356.8704,394.7577,39208.76,9847.187,56742.11,30482.68,17511.14,32419.76,177848.1,20668.63,15961.28,58854.73,62251.3,14020.08,22105.17,291005.3,272301,346039.9,80767.05,85794.74,9182.942,2264.853,378288.9,18389.37,40405,47713,10870,0.724004932009355,"5"
"134","2017-Q4","PJ-654.502","Greenville Yard phase 2",2017-11-09,"Public",4860000,3418000,-0.296707819,"GOOD",8,"NJ",4,"Ports","C","Infra",270.1689,283.1364,374.5196,1823.77,2264.853,558.6141,1203.589,1277.84,335.2886,1502.668,203.5706,868.3185,356.8704,394.7577,39208.76,9847.187,56742.11,30482.68,17511.14,32419.76,177848.1,20668.63,15961.28,58854.73,62251.3,14020.08,22105.17,291005.3,272301,346039.9,80767.05,85794.74,9182.942,2264.853,378288.9,18389.37,40405,47713,10870,1.42188414277355,"6"
"135","2017-Q4","BT-254.085","Internal Structural Enhancements (Column Hardening)",2017-11-14,"Other",17250000,22616488,0.311100754,"FAIL",4,"NY",4,"TB&T","S","Infra",270.1689,283.1364,374.5196,1823.77,2264.853,558.6141,1203.589,1277.84,335.2886,1502.668,203.5706,868.3185,356.8704,394.7577,39208.76,9847.187,56742.11,30482.68,17511.14,32419.76,177848.1,20668.63,15961.28,58854.73,62251.3,14020.08,22105.17,291005.3,272301,346039.9,80767.05,85794.74,9182.942,2264.853,378288.9,18389.37,40405,47713,10870,0.76271788970949,"9"
"136","2017-Q4","EWR-154.247","Terminal B Automated Passport System Kiosks",2017-11-14,"Other",820000,861500,0.050609756,"GOOD",4,"NJ",4,"Avi","E","Building",270.1689,283.1364,374.5196,1823.77,2264.853,558.6141,1203.589,1277.84,335.2886,1502.668,203.5706,868.3185,356.8704,394.7577,39208.76,9847.187,56742.11,30482.68,17511.14,32419.76,177848.1,20668.63,15961.28,58854.73,62251.3,14020.08,22105.17,291005.3,272301,346039.9,80767.05,85794.74,9182.942,2264.853,378288.9,18389.37,40405,47713,10870,0.951828206616367,"2"
"137","2017-Q4","LT-234.193","Latent Salt Damage Repairs",2017-11-15,"Public",1350000,2629000,0.947407407,"FAIL",1,"Both",4,"TB&T","E","Infra",270.1689,283.1364,374.5196,1823.77,2264.853,558.6141,1203.589,1277.84,335.2886,1502.668,203.5706,868.3185,356.8704,394.7577,39208.76,9847.187,56742.11,30482.68,17511.14,32419.76,177848.1,20668.63,15961.28,58854.73,62251.3,14020.08,22105.17,291005.3,272301,346039.9,80767.05,85794.74,9182.942,2264.853,378288.9,18389.37,40405,47713,10870,0.513503233168505,"6"
